teacherID,hours,instanceID,isReported,isAssigned
19780317-0052,120,I-4592,FALSE,TRUE
19920122-0065,100,I-4592,FALSE,TRUE
19660630-0020,280,I-4593,FALSE,TRUE
19750705-0033,140,I-4593,FALSE,TRUE
19620424-0026,280,I-4594,FALSE,TRUE
19750705-0033,120,I-4594,FALSE,TRUE
19930508-0061,140,I-4594,FALSE,TRUE
19610918-0027,260,I-4595,FALSE,TRUE
19761024-0034,140,I-4595,FALSE,TRUE
19910206-0081,140,I-4595,FALSE,TRUE
19600905-0003,240,I-4596,FALSE,TRUE
19760524-0046,120,I-4596,FALSE,TRUE
19900430-0112,100,I-4596,FALSE,TRUE
19690408-0009,260,I-4597,FALSE,TRUE
19751018-0039,120,I-4597,FALSE,TRUE
19920316-0107,120,I-4597,FALSE,TRUE
19650303-0019,240,I-4598,FALSE,TRUE
19750906-0032,140,I-4598,FALSE,TRUE
19560612-0010,280,I-4599,FALSE,TRUE
19781130-0054,120,I-4599,FALSE,TRUE
19900128-0095,120,I-4599,FALSE,TRUE
19600905-0003,260,I-4600,FALSE,TRUE
19761009-0055,120,I-4600,FALSE,TRUE
19690917-0022,240,I-4601,FALSE,TRUE
19761009-0055,100,I-4601,FALSE,TRUE
19570826-0012,280,I-4602,FALSE,TRUE
19750906-0032,100,I-4602,FALSE,TRUE
19910822-0122,140,I-4602,FALSE,TRUE
19560705-0025,280,I-4603,FALSE,TRUE
19750512-0043,100,I-4603,FALSE,TRUE
19611219-0014,280,I-4604,FALSE,TRUE
19790708-0041,140,I-4604,FALSE,TRUE
19690513-0015,260,I-4605,FALSE,TRUE
19770224-0058,140,I-4605,FALSE,TRUE
19930616-0127,120,I-4605,FALSE,TRUE
19600529-0021,240,I-4606,FALSE,TRUE
19760524-0046,120,I-4606,FALSE,TRUE
19580515-0017,240,I-4607,FALSE,TRUE
19790708-0041,140,I-4607,FALSE,TRUE
19570826-0012,260,I-4608,FALSE,TRUE
19751018-0039,120,I-4608,FALSE,TRUE
19900321-0080,140,I-4608,FALSE,TRUE
19610918-0027,280,I-4609,FALSE,TRUE
19790708-0041,120,I-4609,FALSE,TRUE
19900902-0114,140,I-4609,FALSE,TRUE
19561222-0030,240,I-4610,FALSE,TRUE
19780815-0047,100,I-4610,FALSE,TRUE
19630126-0001,260,I-4611,FALSE,TRUE
19761020-0044,140,I-4611,FALSE,TRUE
19690917-0022,260,I-4612,FALSE,TRUE
19790708-0041,100,I-4612,FALSE,TRUE
19931231-0099,140,I-4612,FALSE,TRUE
19561222-0030,260,I-4613,FALSE,TRUE
19750906-0032,100,I-4613,FALSE,TRUE
19601021-0018,240,I-4614,FALSE,TRUE
19770224-0058,100,I-4614,FALSE,TRUE
19920316-0107,120,I-4614,FALSE,TRUE
19630126-0001,280,I-4615,FALSE,TRUE
19751018-0039,100,I-4615,FALSE,TRUE
19560812-0016,240,I-4616,FALSE,TRUE
19781125-0031,120,I-4616,FALSE,TRUE
19660630-0020,240,I-4617,FALSE,TRUE
19761020-0044,140,I-4617,FALSE,TRUE
19570828-0008,280,I-4618,FALSE,TRUE
19750722-0060,100,I-4618,FALSE,TRUE
19931212-0079,100,I-4618,FALSE,TRUE
19570826-0012,280,I-4619,FALSE,TRUE
19790708-0041,120,I-4619,FALSE,TRUE
19650303-0019,260,I-4620,FALSE,TRUE
19750102-0059,100,I-4620,FALSE,TRUE
19570615-0011,280,I-4621,FALSE,TRUE
19780815-0047,120,I-4621,FALSE,TRUE
19900124-0064,140,I-4621,FALSE,TRUE
19600905-0003,260,I-4622,FALSE,TRUE
19761020-0044,100,I-4622,FALSE,TRUE
19650303-0019,280,I-4623,FALSE,TRUE
19760108-0050,140,I-4623,FALSE,TRUE
19930508-0061,100,I-4623,FALSE,TRUE
19610620-0006,280,I-4624,FALSE,TRUE
19780424-0057,100,I-4624,FALSE,TRUE
19620522-0023,260,I-4625,FALSE,TRUE
19750512-0043,120,I-4625,FALSE,TRUE
19920826-0088,120,I-4625,FALSE,TRUE
19570826-0012,240,I-4626,FALSE,TRUE
19750102-0059,120,I-4626,FALSE,TRUE
19610620-0006,240,I-4627,FALSE,TRUE
19761024-0034,100,I-4627,FALSE,TRUE
19910921-0136,100,I-4627,FALSE,TRUE
19620831-0024,240,I-4628,FALSE,TRUE
19780424-0057,120,I-4628,FALSE,TRUE
19900321-0080,120,I-4628,FALSE,TRUE
19560612-0010,280,I-4629,FALSE,TRUE
19751018-0039,120,I-4629,FALSE,TRUE
19900801-0130,120,I-4629,FALSE,TRUE
19620522-0023,280,I-4630,FALSE,TRUE
19761024-0034,100,I-4630,FALSE,TRUE
19611219-0014,260,I-4631,FALSE,TRUE
19790717-0045,120,I-4631,FALSE,TRUE
19690513-0015,260,I-4632,FALSE,TRUE
19790708-0041,100,I-4632,FALSE,TRUE
19920226-0075,140,I-4632,FALSE,TRUE
19580218-0007,280,I-4633,FALSE,TRUE
19781217-0053,100,I-4633,FALSE,TRUE
19601021-0018,240,I-4634,FALSE,TRUE
19780424-0057,100,I-4634,FALSE,TRUE
19610623-0005,260,I-4635,FALSE,TRUE
19750705-0033,140,I-4635,FALSE,TRUE
19920122-0065,120,I-4635,FALSE,TRUE
19640220-0029,280,I-4636,FALSE,TRUE
19771013-0040,100,I-4636,FALSE,TRUE
19910404-0102,100,I-4636,FALSE,TRUE
19620831-0024,280,I-4637,FALSE,TRUE
19761024-0034,120,I-4637,FALSE,TRUE
19920316-0107,120,I-4637,FALSE,TRUE
19570828-0008,260,I-4638,FALSE,TRUE
19760524-0046,120,I-4638,FALSE,TRUE
19900317-0083,100,I-4638,FALSE,TRUE
19580218-0007,280,I-4639,FALSE,TRUE
19781130-0054,120,I-4639,FALSE,TRUE
19920316-0107,100,I-4639,FALSE,TRUE
19690917-0022,240,I-4640,FALSE,TRUE
19790618-0048,140,I-4640,FALSE,TRUE
19660630-0020,280,I-4641,FALSE,TRUE
19750705-0033,120,I-4641,FALSE,TRUE
19640220-0029,260,I-4642,FALSE,TRUE
19790717-0045,120,I-4642,FALSE,TRUE
19901029-0071,140,I-4642,FALSE,TRUE
19611219-0014,260,I-4643,FALSE,TRUE
19760524-0046,120,I-4643,FALSE,TRUE
19640414-0013,280,I-4644,FALSE,TRUE
19750722-0060,140,I-4644,FALSE,TRUE
19900616-0124,100,I-4644,FALSE,TRUE
19690513-0015,260,I-4645,FALSE,TRUE
19761024-0034,120,I-4645,FALSE,TRUE
19600814-0002,260,I-4646,FALSE,TRUE
19761024-0034,100,I-4646,FALSE,TRUE
19910820-0078,140,I-4646,FALSE,TRUE
19690408-0009,240,I-4647,FALSE,TRUE
19750102-0059,140,I-4647,FALSE,TRUE
19931118-0062,140,I-4647,FALSE,TRUE
19580218-0007,240,I-4648,FALSE,TRUE
19790717-0045,140,I-4648,FALSE,TRUE
19910122-0077,120,I-4648,FALSE,TRUE
19690917-0022,260,I-4649,FALSE,TRUE
19790618-0048,100,I-4649,FALSE,TRUE
19620831-0024,280,I-4650,FALSE,TRUE
19750417-0051,140,I-4650,FALSE,TRUE
19610623-0005,260,I-4651,FALSE,TRUE
19750220-0037,120,I-4651,FALSE,TRUE
19900201-0074,100,I-4651,FALSE,TRUE
19660630-0020,260,I-4652,FALSE,TRUE
19750512-0043,100,I-4652,FALSE,TRUE
19901002-0085,140,I-4652,FALSE,TRUE
19560812-0016,240,I-4653,FALSE,TRUE
19780815-0047,100,I-4653,FALSE,TRUE
19690917-0022,280,I-4654,FALSE,TRUE
19761024-0034,120,I-4654,FALSE,TRUE
19640414-0013,260,I-4655,FALSE,TRUE
19760108-0050,140,I-4655,FALSE,TRUE
19590129-0004,240,I-4656,FALSE,TRUE
19780815-0047,140,I-4656,FALSE,TRUE
19930616-0127,120,I-4656,FALSE,TRUE
19610918-0027,260,I-4657,FALSE,TRUE
19750722-0060,140,I-4657,FALSE,TRUE
19920828-0070,100,I-4657,FALSE,TRUE
19620522-0023,280,I-4658,FALSE,TRUE
19750417-0051,120,I-4658,FALSE,TRUE
19620424-0026,280,I-4659,FALSE,TRUE
19750417-0051,100,I-4659,FALSE,TRUE
19901002-0085,100,I-4659,FALSE,TRUE
19610620-0006,240,I-4660,FALSE,TRUE
19751018-0039,140,I-4660,FALSE,TRUE
19610623-0005,280,I-4661,FALSE,TRUE
19770713-0042,120,I-4661,FALSE,TRUE
19910404-0102,120,I-4661,FALSE,TRUE
19611219-0014,260,I-4662,FALSE,TRUE
19760108-0050,120,I-4662,FALSE,TRUE
19600814-0002,280,I-4663,FALSE,TRUE
19780424-0057,100,I-4663,FALSE,TRUE
19570615-0011,280,I-4664,FALSE,TRUE
19780424-0057,100,I-4664,FALSE,TRUE
19900426-0089,100,I-4664,FALSE,TRUE
19640414-0013,260,I-4665,FALSE,TRUE
19780317-0052,140,I-4665,FALSE,TRUE
19600905-0003,280,I-4666,FALSE,TRUE
19770713-0042,100,I-4666,FALSE,TRUE
19900211-0140,140,I-4666,FALSE,TRUE
19560705-0025,280,I-4667,FALSE,TRUE
19750705-0033,100,I-4667,FALSE,TRUE
19901002-0085,140,I-4667,FALSE,TRUE
19690408-0009,260,I-4668,FALSE,TRUE
19790702-0038,100,I-4668,FALSE,TRUE
19910206-0081,100,I-4668,FALSE,TRUE
19620522-0023,240,I-4669,FALSE,TRUE
19761024-0034,100,I-4669,FALSE,TRUE
19690513-0015,240,I-4670,FALSE,TRUE
19790702-0038,120,I-4670,FALSE,TRUE
19900307-0105,120,I-4670,FALSE,TRUE
19600529-0021,260,I-4671,FALSE,TRUE
19790717-0045,100,I-4671,FALSE,TRUE
19690513-0015,280,I-4672,FALSE,TRUE
19790702-0038,140,I-4672,FALSE,TRUE
19931203-0066,100,I-4672,FALSE,TRUE
19610620-0006,280,I-4673,FALSE,TRUE
19760524-0046,120,I-4673,FALSE,TRUE
19580218-0007,260,I-4674,FALSE,TRUE
19780317-0052,100,I-4674,FALSE,TRUE
19900902-0090,140,I-4674,FALSE,TRUE
19580218-0007,240,I-4675,FALSE,TRUE
19750102-0059,100,I-4675,FALSE,TRUE
19561222-0030,280,I-4676,FALSE,TRUE
19761020-0044,100,I-4676,FALSE,TRUE
19901011-0119,120,I-4676,FALSE,TRUE
19570826-0012,280,I-4677,FALSE,TRUE
19760524-0046,100,I-4677,FALSE,TRUE
19910122-0077,100,I-4677,FALSE,TRUE
19610623-0005,240,I-4678,FALSE,TRUE
19750705-0033,100,I-4678,FALSE,TRUE
19600814-0002,260,I-4679,FALSE,TRUE
19760524-0046,140,I-4679,FALSE,TRUE
19921201-0094,120,I-4679,FALSE,TRUE
19630126-0001,240,I-4680,FALSE,TRUE
19780815-0047,120,I-4680,FALSE,TRUE
19921201-0094,140,I-4680,FALSE,TRUE
19600814-0002,260,I-4681,FALSE,TRUE
19790618-0048,100,I-4681,FALSE,TRUE
19920217-0098,140,I-4681,FALSE,TRUE
19620831-0024,240,I-4682,FALSE,TRUE
19780317-0052,140,I-4682,FALSE,TRUE
19560812-0016,240,I-4683,FALSE,TRUE
19790702-0038,140,I-4683,FALSE,TRUE
19610623-0005,280,I-4684,FALSE,TRUE
19750220-0037,100,I-4684,FALSE,TRUE
19690408-0009,260,I-4685,FALSE,TRUE
19751018-0039,140,I-4685,FALSE,TRUE
19910404-0102,140,I-4685,FALSE,TRUE
19560705-0025,260,I-4686,FALSE,TRUE
19770713-0042,120,I-4686,FALSE,TRUE
19640220-0029,240,I-4687,FALSE,TRUE
19790702-0038,140,I-4687,FALSE,TRUE
19901108-0087,100,I-4687,FALSE,TRUE
19600529-0021,280,I-4688,FALSE,TRUE
19770224-0058,120,I-4688,FALSE,TRUE
19921127-0120,140,I-4688,FALSE,TRUE
19590129-0004,260,I-4689,FALSE,TRUE
19780317-0052,120,I-4689,FALSE,TRUE
19610918-0027,260,I-4690,FALSE,TRUE
19750220-0037,140,I-4690,FALSE,TRUE
19560812-0016,260,I-4691,FALSE,TRUE
19750220-0037,120,I-4691,FALSE,TRUE
19640220-0029,240,I-4692,FALSE,TRUE
19771013-0040,120,I-4692,FALSE,TRUE
19570615-0011,240,I-4693,FALSE,TRUE
19780602-0035,100,I-4693,FALSE,TRUE
19560705-0025,240,I-4694,FALSE,TRUE
19750906-0032,100,I-4694,FALSE,TRUE
19630126-0001,260,I-4695,FALSE,TRUE
19780424-0057,100,I-4695,FALSE,TRUE
19910421-0067,120,I-4695,FALSE,TRUE
19640414-0013,280,I-4696,FALSE,TRUE
19780602-0035,120,I-4696,FALSE,TRUE
19680712-0028,260,I-4697,FALSE,TRUE
19790702-0038,120,I-4697,FALSE,TRUE
19610623-0005,260,I-4698,FALSE,TRUE
19750122-0056,120,I-4698,FALSE,TRUE
19610620-0006,280,I-4699,FALSE,TRUE
19750417-0051,100,I-4699,FALSE,TRUE
19570615-0011,280,I-4700,FALSE,TRUE
19761024-0034,140,I-4700,FALSE,TRUE
19600905-0003,260,I-4701,FALSE,TRUE
19750512-0043,100,I-4701,FALSE,TRUE
19580218-0007,240,I-4702,FALSE,TRUE
19790618-0048,100,I-4702,FALSE,TRUE
19620522-0023,240,I-4703,FALSE,TRUE
19781217-0053,140,I-4703,FALSE,TRUE
19660630-0020,260,I-4704,FALSE,TRUE
19781130-0054,120,I-4704,FALSE,TRUE
19650303-0019,280,I-4705,FALSE,TRUE
19780602-0035,100,I-4705,FALSE,TRUE
19931118-0062,100,I-4705,FALSE,TRUE
19620424-0026,240,I-4706,FALSE,TRUE
19761024-0034,120,I-4706,FALSE,TRUE
19900520-0063,120,I-4706,FALSE,TRUE
19650303-0019,240,I-4707,FALSE,TRUE
19750417-0051,100,I-4707,FALSE,TRUE
19620522-0023,280,I-4708,FALSE,TRUE
19771013-0040,140,I-4708,FALSE,TRUE
19570828-0008,240,I-4709,FALSE,TRUE
19761009-0055,120,I-4709,FALSE,TRUE
19560705-0025,260,I-4710,FALSE,TRUE
19750122-0056,140,I-4710,FALSE,TRUE
19601021-0018,260,I-4711,FALSE,TRUE
19780317-0052,140,I-4711,FALSE,TRUE
19930326-0132,140,I-4711,FALSE,TRUE
19580218-0007,280,I-4712,FALSE,TRUE
19780815-0047,120,I-4712,FALSE,TRUE
19920206-0072,100,I-4712,FALSE,TRUE
19690917-0022,240,I-4713,FALSE,TRUE
19770713-0042,120,I-4713,FALSE,TRUE
19620424-0026,280,I-4714,FALSE,TRUE
19750906-0032,120,I-4714,FALSE,TRUE
19930508-0061,120,I-4714,FALSE,TRUE
19600529-0021,240,I-4715,FALSE,TRUE
19781130-0054,120,I-4715,FALSE,TRUE
19920217-0098,120,I-4715,FALSE,TRUE
19640414-0013,260,I-4716,FALSE,TRUE
19790618-0048,100,I-4716,FALSE,TRUE
19560612-0010,280,I-4717,FALSE,TRUE
19770224-0058,140,I-4717,FALSE,TRUE
19580218-0007,280,I-4718,FALSE,TRUE
19771013-0040,120,I-4718,FALSE,TRUE
19900201-0074,100,I-4718,FALSE,TRUE
19660630-0020,240,I-4719,FALSE,TRUE
19761020-0044,140,I-4719,FALSE,TRUE
19620424-0026,280,I-4720,FALSE,TRUE
19770713-0042,120,I-4720,FALSE,TRUE
19560812-0016,260,I-4721,FALSE,TRUE
19751018-0039,140,I-4721,FALSE,TRUE
19570828-0008,260,I-4722,FALSE,TRUE
19750906-0032,140,I-4722,FALSE,TRUE
19570615-0011,280,I-4723,FALSE,TRUE
19750722-0060,100,I-4723,FALSE,TRUE
19930709-0100,120,I-4723,FALSE,TRUE
19601021-0018,260,I-4724,FALSE,TRUE
19750906-0032,120,I-4724,FALSE,TRUE
19900430-0112,100,I-4724,FALSE,TRUE
19620831-0024,240,I-4725,FALSE,TRUE
19750102-0059,120,I-4725,FALSE,TRUE
19910421-0067,140,I-4725,FALSE,TRUE
19600814-0002,260,I-4726,FALSE,TRUE
19790426-0049,100,I-4726,FALSE,TRUE
19590129-0004,240,I-4727,FALSE,TRUE
19750705-0033,140,I-4727,FALSE,TRUE
19920206-0072,140,I-4727,FALSE,TRUE
19680712-0028,280,I-4728,FALSE,TRUE
19770224-0058,140,I-4728,FALSE,TRUE
19570828-0008,260,I-4729,FALSE,TRUE
19771013-0040,100,I-4729,FALSE,TRUE
19921123-0108,120,I-4729,FALSE,TRUE
19680712-0028,280,I-4730,FALSE,TRUE
19781130-0054,140,I-4730,FALSE,TRUE
19931231-0099,120,I-4730,FALSE,TRUE
19560705-0025,260,I-4731,FALSE,TRUE
19780424-0057,100,I-4731,FALSE,TRUE
19920122-0065,140,I-4731,FALSE,TRUE
19620831-0024,260,I-4732,FALSE,TRUE
19760524-0046,140,I-4732,FALSE,TRUE
19931226-0118,120,I-4732,FALSE,TRUE
19600814-0002,280,I-4733,FALSE,TRUE
19750331-0036,100,I-4733,FALSE,TRUE
19901029-0071,140,I-4733,FALSE,TRUE
19580515-0017,280,I-4734,FALSE,TRUE
19781125-0031,140,I-4734,FALSE,TRUE
19610623-0005,280,I-4735,FALSE,TRUE
19790618-0048,120,I-4735,FALSE,TRUE
19690917-0022,240,I-4736,FALSE,TRUE
19781125-0031,120,I-4736,FALSE,TRUE
19560812-0016,240,I-4737,FALSE,TRUE
19790702-0038,120,I-4737,FALSE,TRUE
19931118-0062,120,I-4737,FALSE,TRUE
19660630-0020,280,I-4738,FALSE,TRUE
19781217-0053,140,I-4738,FALSE,TRUE
19650303-0019,260,I-4739,FALSE,TRUE
19750906-0032,140,I-4739,FALSE,TRUE
19561222-0030,240,I-4740,FALSE,TRUE
19751018-0039,100,I-4740,FALSE,TRUE
19900818-0116,100,I-4740,FALSE,TRUE
19561222-0030,280,I-4741,FALSE,TRUE
19761020-0044,140,I-4741,FALSE,TRUE
19901002-0085,120,I-4741,FALSE,TRUE
19620522-0023,240,I-4742,FALSE,TRUE
19761020-0044,120,I-4742,FALSE,TRUE
19901029-0071,100,I-4742,FALSE,TRUE
19600905-0003,240,I-4743,FALSE,TRUE
19790426-0049,120,I-4743,FALSE,TRUE
19930414-0106,140,I-4743,FALSE,TRUE
19610918-0027,240,I-4744,FALSE,TRUE
19750331-0036,140,I-4744,FALSE,TRUE
19930906-0110,140,I-4744,FALSE,TRUE
19610918-0027,260,I-4745,FALSE,TRUE
19760524-0046,100,I-4745,FALSE,TRUE
19560812-0016,240,I-4746,FALSE,TRUE
19750906-0032,100,I-4746,FALSE,TRUE
19640220-0029,240,I-4747,FALSE,TRUE
19780602-0035,100,I-4747,FALSE,TRUE
19920602-0073,100,I-4747,FALSE,TRUE
19680712-0028,240,I-4748,FALSE,TRUE
19760524-0046,100,I-4748,FALSE,TRUE
19660630-0020,240,I-4749,FALSE,TRUE
19790717-0045,120,I-4749,FALSE,TRUE
19911116-0069,100,I-4749,FALSE,TRUE
19600814-0002,280,I-4750,FALSE,TRUE
19750906-0032,120,I-4750,FALSE,TRUE
19611219-0014,280,I-4751,FALSE,TRUE
19761024-0034,100,I-4751,FALSE,TRUE
19680712-0028,280,I-4752,FALSE,TRUE
19761009-0055,140,I-4752,FALSE,TRUE
19931226-0118,100,I-4752,FALSE,TRUE
19640414-0013,260,I-4753,FALSE,TRUE
19780815-0047,100,I-4753,FALSE,TRUE
19600814-0002,260,I-4754,FALSE,TRUE
19750722-0060,100,I-4754,FALSE,TRUE
19931118-0062,120,I-4754,FALSE,TRUE
19560705-0025,260,I-4755,FALSE,TRUE
19750906-0032,100,I-4755,FALSE,TRUE
19910327-0096,120,I-4755,FALSE,TRUE
19600905-0003,260,I-4756,FALSE,TRUE
19761009-0055,100,I-4756,FALSE,TRUE
19920206-0072,120,I-4756,FALSE,TRUE
19630126-0001,240,I-4757,FALSE,TRUE
19750417-0051,140,I-4757,FALSE,TRUE
19901011-0119,100,I-4757,FALSE,TRUE
19570826-0012,280,I-4758,FALSE,TRUE
19761009-0055,100,I-4758,FALSE,TRUE
19600905-0003,260,I-4759,FALSE,TRUE
19790702-0038,100,I-4759,FALSE,TRUE
19900801-0130,140,I-4759,FALSE,TRUE
19560812-0016,280,I-4760,FALSE,TRUE
19770224-0058,140,I-4760,FALSE,TRUE
19660630-0020,260,I-4761,FALSE,TRUE
19750705-0033,140,I-4761,FALSE,TRUE
19910421-0067,100,I-4761,FALSE,TRUE
19640414-0013,240,I-4762,FALSE,TRUE
19790702-0038,120,I-4762,FALSE,TRUE
19911116-0069,140,I-4762,FALSE,TRUE
19580218-0007,260,I-4763,FALSE,TRUE
19750906-0032,120,I-4763,FALSE,TRUE
19620424-0026,240,I-4764,FALSE,TRUE
19771013-0040,100,I-4764,FALSE,TRUE
19610918-0027,240,I-4765,FALSE,TRUE
19751018-0039,100,I-4765,FALSE,TRUE
19580515-0017,260,I-4766,FALSE,TRUE
19761009-0055,120,I-4766,FALSE,TRUE
19901108-0087,140,I-4766,FALSE,TRUE
19561222-0030,260,I-4767,FALSE,TRUE
19750722-0060,120,I-4767,FALSE,TRUE
19580515-0017,240,I-4768,FALSE,TRUE
19790708-0041,100,I-4768,FALSE,TRUE
19930829-0082,120,I-4768,FALSE,TRUE
19560612-0010,240,I-4769,FALSE,TRUE
19790717-0045,140,I-4769,FALSE,TRUE
19900124-0064,140,I-4769,FALSE,TRUE
19570826-0012,260,I-4770,FALSE,TRUE
19790702-0038,120,I-4770,FALSE,TRUE
19650303-0019,280,I-4771,FALSE,TRUE
19780424-0057,120,I-4771,FALSE,TRUE
19910404-0102,100,I-4771,FALSE,TRUE
19600529-0021,240,I-4772,FALSE,TRUE
19790708-0041,140,I-4772,FALSE,TRUE
19561222-0030,240,I-4773,FALSE,TRUE
19790426-0049,140,I-4773,FALSE,TRUE
19920122-0065,100,I-4773,FALSE,TRUE
19560612-0010,260,I-4774,FALSE,TRUE
19750705-0033,100,I-4774,FALSE,TRUE
19900511-0134,140,I-4774,FALSE,TRUE
19600814-0002,280,I-4775,FALSE,TRUE
19770713-0042,120,I-4775,FALSE,TRUE
19690513-0015,260,I-4776,FALSE,TRUE
19761020-0044,120,I-4776,FALSE,TRUE
19660630-0020,240,I-4777,FALSE,TRUE
19780815-0047,100,I-4777,FALSE,TRUE
19901026-0111,140,I-4777,FALSE,TRUE
19570615-0011,260,I-4778,FALSE,TRUE
19750512-0043,140,I-4778,FALSE,TRUE
19620522-0023,280,I-4779,FALSE,TRUE
19751018-0039,140,I-4779,FALSE,TRUE
19590129-0004,260,I-4780,FALSE,TRUE
19790708-0041,120,I-4780,FALSE,TRUE
19921127-0120,140,I-4780,FALSE,TRUE
19580218-0007,240,I-4781,FALSE,TRUE
19790618-0048,140,I-4781,FALSE,TRUE
19930919-0137,120,I-4781,FALSE,TRUE
19650303-0019,280,I-4782,FALSE,TRUE
19760108-0050,120,I-4782,FALSE,TRUE
19901026-0111,120,I-4782,FALSE,TRUE
19630126-0001,260,I-4783,FALSE,TRUE
19781217-0053,100,I-4783,FALSE,TRUE
19930709-0100,120,I-4783,FALSE,TRUE
19600905-0003,260,I-4784,FALSE,TRUE
19750417-0051,100,I-4784,FALSE,TRUE
19931118-0062,140,I-4784,FALSE,TRUE
19690513-0015,240,I-4785,FALSE,TRUE
19771013-0040,140,I-4785,FALSE,TRUE
19601021-0018,260,I-4786,FALSE,TRUE
19781130-0054,100,I-4786,FALSE,TRUE
19690513-0015,240,I-4787,FALSE,TRUE
19750906-0032,120,I-4787,FALSE,TRUE
19610620-0006,280,I-4788,FALSE,TRUE
19750722-0060,140,I-4788,FALSE,TRUE
19680712-0028,240,I-4789,FALSE,TRUE
19780317-0052,100,I-4789,FALSE,TRUE
19580515-0017,240,I-4790,FALSE,TRUE
19781125-0031,120,I-4790,FALSE,TRUE
19570615-0011,260,I-4791,FALSE,TRUE
19750417-0051,140,I-4791,FALSE,TRUE
19610623-0005,240,I-4792,FALSE,TRUE
19790426-0049,120,I-4792,FALSE,TRUE
19610623-0005,280,I-4793,FALSE,TRUE
19790708-0041,100,I-4793,FALSE,TRUE
19650303-0019,260,I-4794,FALSE,TRUE
19761024-0034,100,I-4794,FALSE,TRUE
19900801-0130,120,I-4794,FALSE,TRUE
19610918-0027,240,I-4795,FALSE,TRUE
19750512-0043,100,I-4795,FALSE,TRUE
19930302-0135,140,I-4795,FALSE,TRUE
19561222-0030,260,I-4796,FALSE,TRUE
19750220-0037,120,I-4796,FALSE,TRUE
19900307-0105,120,I-4796,FALSE,TRUE
19611219-0014,280,I-4797,FALSE,TRUE
19750705-0033,120,I-4797,FALSE,TRUE
19570826-0012,240,I-4798,FALSE,TRUE
19761020-0044,100,I-4798,FALSE,TRUE
19901029-0071,140,I-4798,FALSE,TRUE
19560612-0010,240,I-4799,FALSE,TRUE
19750705-0033,120,I-4799,FALSE,TRUE
19920316-0107,140,I-4799,FALSE,TRUE
19560612-0010,280,I-4800,FALSE,TRUE
19750512-0043,120,I-4800,FALSE,TRUE
19900701-0138,100,I-4800,FALSE,TRUE
19580515-0017,240,I-4801,FALSE,TRUE
19750220-0037,100,I-4801,FALSE,TRUE
19570615-0011,260,I-4802,FALSE,TRUE
19781130-0054,100,I-4802,FALSE,TRUE
19610623-0005,240,I-4803,FALSE,TRUE
19781217-0053,120,I-4803,FALSE,TRUE
19900124-0064,100,I-4803,FALSE,TRUE
19610620-0006,240,I-4804,FALSE,TRUE
19781125-0031,140,I-4804,FALSE,TRUE
19570615-0011,280,I-4805,FALSE,TRUE
19750122-0056,140,I-4805,FALSE,TRUE
19640220-0029,240,I-4806,FALSE,TRUE
19761020-0044,140,I-4806,FALSE,TRUE
19920505-0115,120,I-4806,FALSE,TRUE
19560812-0016,240,I-4807,FALSE,TRUE
19790618-0048,100,I-4807,FALSE,TRUE
19640414-0013,240,I-4808,FALSE,TRUE
19751018-0039,120,I-4808,FALSE,TRUE
19570826-0012,240,I-4809,FALSE,TRUE
19781125-0031,100,I-4809,FALSE,TRUE
19630126-0001,280,I-4810,FALSE,TRUE
19790708-0041,120,I-4810,FALSE,TRUE
19930709-0100,140,I-4810,FALSE,TRUE
19610623-0005,260,I-4811,FALSE,TRUE
19780602-0035,140,I-4811,FALSE,TRUE
19930221-0139,140,I-4811,FALSE,TRUE
19690513-0015,280,I-4812,FALSE,TRUE
19750102-0059,140,I-4812,FALSE,TRUE
19640414-0013,280,I-4813,FALSE,TRUE
19770224-0058,120,I-4813,FALSE,TRUE
19590129-0004,240,I-4814,FALSE,TRUE
19781217-0053,120,I-4814,FALSE,TRUE
19900619-0076,100,I-4814,FALSE,TRUE
19610918-0027,240,I-4815,FALSE,TRUE
19761024-0034,140,I-4815,FALSE,TRUE
19910817-0092,120,I-4815,FALSE,TRUE
19600814-0002,240,I-4816,FALSE,TRUE
19750102-0059,100,I-4816,FALSE,TRUE
19910214-0084,120,I-4816,FALSE,TRUE
19600905-0003,280,I-4817,FALSE,TRUE
19790717-0045,140,I-4817,FALSE,TRUE
19610620-0006,260,I-4818,FALSE,TRUE
19750417-0051,100,I-4818,FALSE,TRUE
19630126-0001,260,I-4819,FALSE,TRUE
19771013-0040,120,I-4819,FALSE,TRUE
19901026-0111,140,I-4819,FALSE,TRUE
19611219-0014,260,I-4820,FALSE,TRUE
19760108-0050,140,I-4820,FALSE,TRUE
19900430-0112,120,I-4820,FALSE,TRUE
19630126-0001,280,I-4821,FALSE,TRUE
19761024-0034,100,I-4821,FALSE,TRUE
19640414-0013,280,I-4822,FALSE,TRUE
19780317-0052,100,I-4822,FALSE,TRUE
19900723-0126,120,I-4822,FALSE,TRUE
19560812-0016,240,I-4823,FALSE,TRUE
19780602-0035,120,I-4823,FALSE,TRUE
19640220-0029,260,I-4824,FALSE,TRUE
19750705-0033,140,I-4824,FALSE,TRUE
19920226-0075,140,I-4824,FALSE,TRUE
19560612-0010,260,I-4825,FALSE,TRUE
19770224-0058,100,I-4825,FALSE,TRUE
19610620-0006,240,I-4826,FALSE,TRUE
19750722-0060,120,I-4826,FALSE,TRUE
